100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Schleswig-Holstein;100295017
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Hamburg;100295017
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Mecklenburg-Vorpommern;100295017
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Baden-Württemberg;108018007
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Brandenburg;100696023
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Sachsen-Anhalt;101097008
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Sachsen;107299005
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;;100395611
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;;100395611
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Berlin;106198626
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Thüringen;106198626
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Hessen;106198626
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Rheinland-Pfalz;106198626
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;20;Nordrhein-Westfalen;103411401
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Saarland;106198626
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Bremen;103119199
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Niedersachsen;102110939
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;38;Nordrhein-Westfalen;104212516
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;;109519016
100395611;AOK Nordost Region Mecklenburg-Vorpommern;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19970401;;Bayern;108310400
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Schleswig-Holstein;100295017
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Hamburg;100295017
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Mecklenburg-Vorpommern;100295017
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Bremen;103119199
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Hessen;106198626
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Rheinland-Pfalz;106198626
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Saarland;106198626
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Berlin;106198626
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Thüringen;106198626
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Sachsen;107299005
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Bayern;108310400
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Baden-Württemberg;108018007
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Brandenburg;100696023
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Sachsen-Anhalt;101097008
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;20;Nordrhein-Westfalen;103411401
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;;100696012
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;;100696012
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;;109519016
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;;Niedersachsen;102110939
100696012;AOK Nordost Region Brandenburg;Behlertstr. 33A;14467;Potsdam;da@dta.aok.de;19990101;38;Nordrhein-Westfalen;104212516
101097008;AOK Sachsen-Anhalt;Lüneburger Str. 4;39106;Magdeburg;da@dta.aok.de;19990101;;Brandenburg;100696023
101097008;AOK Sachsen-Anhalt;Lüneburger Str. 4;39106;Magdeburg;da@dta.aok.de;19990101;;Mecklenburg-Vorpommern;100295017
101097008;AOK Sachsen-Anhalt;Lüneburger Str. 4;39106;Magdeburg;da@dta.aok.de;19990101;;Schleswig-Holstein;100295017
101097008;AOK Sachsen-Anhalt;Lüneburger Str. 4;39106;Magdeburg;da@dta.aok.de;19990101;;Hamburg;100295017
101097008;AOK Sachsen-Anhalt;Lüneburger Str. 4;39106;Magdeburg;da@dta.aok.de;19990101;;Baden-Württemberg;108018007
